time,agent_id,building_idx,floor,pos_x,pos_y,heading,infection_status,agent_type
6,6,0,0,3.325220850726524,3.9502325919585295,0.0,0,0
6,7,0,0,5.875654930942846,3.2512598425822556,0.0,0,0
6,8,0,0,7.2532577506344404,2.3212799526799874,0.0,0,0
6,9,0,0,7.386681635260593,2.015312144205873,0.0,0,0
6,10,0,0,7.348471285354626,2.6146618092281706,0.0,0,0
6,11,0,0,8.368971125146867,3.568289629767974,0.0,0,0
6,12,0,0,10.705152312951299,3.999434585501005,0.0,0,0
6,13,0,0,13.404354643294903,3.511703992453149,0.0,0,0
6,14,0,0,15.18015794641192,2.5535151085877343,0.0,0,0
6,15,0,0,15.595110859695918,2.005822374816185,0.0,0,0
6,16,0,0,15.462921593069831,2.372171964753614,0.0,0,0
7,1,0,0,2.0,13.0,0.0,2,1
7,2,0,0,5.288435374475382,11.49271314367518,0.0,0,2
7,3,0,0,5.566653819254967,10.657020061279125,0.0,0,2
7,4,0,0,5.782414720122871,9.762637333579798,0.0,0,2
7,5,0,0,1.0,3.8347127848391596,0.0,0,0
7,6,0,0,3.400147487282333,3.9143831482353195,0.0,0,0
7,7,0,0,5.913500070389323,3.1533738620378644,0.0,0,0
7,8,0,0,7.219226746296298,2.2513533544026014,0.0,0,0
7,9,0,0,7.312062435584302,2.03763512016869,0.0,0,0
7,10,0,0,7.3018684383984995,2.7087107182786543,0.0,0,0
7,11,0,0,8.393231073482326,3.6475963386538757,0.0,0,0
7,12,0,0,10.777970571959207,3.991084871814253,0.0,0,0
7,13,0,0,13.458782441461997,3.4233745444506654,0.0,0,0
7,14,0,0,15.166154617110024,2.4664156134108826,0.0,0,0
7,15,0,0,15.525550999305533,2.00003170665066,0.0,0,0
7,16,0,0,15.401758216442145,2.4530140372057643,0.0,0,0
8,1,0,0,2.0,13.0,0.0,2,1
8,2,0,0,5.434712181799045,11.087073263430021,0.0,0,2
8,3,0,0,5.6829419696157935,10.212211605003109,0.0,0,2
8,4,0,0,5.864078171934453,9.31839371592074,0.0,0,2
8,5,0,0,1.0,3.885519516941319,0.0,0,0
8,6,0,0,3.4748238072757403,3.8693974903498254,0.0,0,0
8,7,0,0,5.94806214371744,3.05395542056265,0.0,0,0
8,8,0,0,7.181898362132421,2.188906985938344,0.0,0,0
8,9,0,0,7.237163138180037,2.069573727895247,0.0,0,0
8,10,0,0,7.258260296371519,2.805670093544665,0.0,0,0
8,11,0,0,8.421007211502987,3.7204324789908387,0.0,0,0
8,12,0,0,10.851593736827535,3.9728325656974355,0.0,0,0
8,13,0,0,13.510563834928673,3.330814877949047,0.0,0,0
8,14,0,0,15.148486664823917,2.384647517045279,0.0,0,0
8,15,0,0,15.454677535118554,2.0042323911267115,0.0,0,0
8,16,0,0,15.34283997647808,2.5393214125886376,0.0,0,0
9,1,0,0,2.0,13.0,0.0,2,1
9,2,0,0,5.566653819254967,10.657020061279125,0.0,0,2
9,3,0,0,5.782414720122871,9.762637333579798,0.0,0,2
9,4,0,0,5.927116370834386,8.88945750594614,0.0,0,2
9,5,0,0,1.0,3.927478430744036,0.0,0,0
9,6,0,0,3.5490631587974355,3.815725100125357,0.0,0,0
9,7,0,0,5.979254763743455,2.953997874360463,0.0,0,0
9,8,0,0,7.1413658996629765,2.134564790758888,0.0,0,0
9,9,0,0,7.162170952284512,2.1108088473746394,0.0,0,0
9,10,0,0,7.217755856918076,2.9045711489990493,0.0,0,0
9,11,0,0,8.452230113329328,3.7860702961410393,0.0,0,0
9,12,0,0,10.925837787986312,3.9448600381598604,0.0,0,0
9,13,0,0,13.55956939717849,3.234949818539823,0.0,0,0
9,14,0,0,15.127198250233024,2.309027819280874,0.0,0,0
9,15,0,0,15.382667613885262,2.0183824563936157,0.0,0,0
9,16,0,0,15.28631413809351,2.630231736136827,0.0,0,0
10,1,0,0,2.0,13.0,0.0,2,1
10,2,0,0,5.6829419696157935,10.212211605003109,0.0,0,2
10,3,0,0,5.864078171934453,9.31839371592074,0.0,0,2
10,4,0,0,5.970899459976921,8.485461686200427,0.0,0,2
10,5,0,0,1.0,3.960170286650366,0.0,0,0
10,6,0,0,3.6226799821317233,3.7539022543433047,0.0,0,0
10,7,0,0,6.006999965162108,2.8544999661913866,0.0,0,0
10,8,0,0,7.0977306689352355,2.088869738115323,0.0,0,0
10,9,0,0,7.087273319307286,2.1609284709235475,0.0,0,0
10,10,0,0,7.180456360042495,3.004425697988051,0.0,0,0
10,11,0,0,8.486821737967357,3.8438539587324922,0.0,0,0
10,12,0,0,11.000517153973199,3.9074467814501963,0.0,0,0
10,13,0,0,13.605676639827433,3.1367372182078337,0.0,0,0
10,14,0,0,15.102342583287026,2.2403120871411786,0.0,0,0
10,15,0,0,15.309701222906694,2.0423405196766153,0.0,0,0
10,16,0,0,15.232321986446316,2.724836661948403,0.0,0,0
11,1,0,0,2.0,13.0,0.0,2,1
11,2,0,0,5.782414720122871,9.762637333579798,0.0,0,2
11,3,0,0,5.927116370834386,8.88945750594614,0.0,0,2
11,4,0,0,5.994989973208109,8.115479131831783,0.0,0,2
11,5,0,0,1.0,3.9832684384425843,0.0,0,0
11,6,0,0,3.6954902735591673,3.684546666442807,0.0,0,0
11,7,0,0,6.0312283994192715,2.756455846264209,0.0,0,0
11,8,0,0,7.0511017353012315,2.0522783978688883,0.0,0,0
11,9,0,0,7.012657444324872,2.2194318198308163,0.0,0,0
11,10,0,0,7.146455035061765,3.104236026865697,0.0,0,0
11,11,0,0,8.524695624370452,3.8932061115093224,0.0,0,0
11,12,0,0,11.075445175265488,3.8609666164623064,0.0,0,0
11,13,0,0,13.64877031878106,3.0371583847908266,0.0,0,0
11,14,0,0,15.073981790208709,2.179186905507332,0.0,0,0
11,15,0,0,15.23596074016014,2.0758671999268703,0.0,0,0
11,16,0,0,15.180998473797045,2.8221909288768843,0.0,0,0
12,1,0,0,2.0,13.0,0.0,2,1
12,2,0,0,5.864078171934453,9.31839371592074,0.0,0,2
12,3,0,0,5.970899459976921,8.485461686200427,0.0,0,2
12,4,0,0,5.99914720608301,7.787818853376264,0.0,0,2
12,5,0,0,1.0531000431915176,3.9965420970232177,0.0,0,0
12,6,0,0,3.7673120452700664,3.6083513145322543,0.0,0,0
12,7,0,0,6.051879508047229,2.6608451390161654,0.0,0,0
12,8,0,0,7.00159564681117,2.0251563785958364,0.0,0,0
12,9,0,0,6.938509828165531,2.2857343479727996,0.0,0,0
12,10,0,0,7.11583686758079,3.2030048638187503,0.0,0,0
12,11,0,0,8.565757107546938,3.9336336440746376,0.0,0,0
12,12,0,0,11.150434570831704,3.8058839576404506,0.0,0,0
12,13,0,0,13.688742722284744,2.9372082770759183,0.0,0,0
12,14,0,0,15.042186758210757,2.12626301698892,0.0,0,0
12,15,0,0,15.161630478449165,2.1186275096377654,0.0,0,0
12,16,0,0,15.132471882198553,2.92132180526816,0.0,0,0
13,1,0,0,2.0,13.0,0.0,2,1
13,2,0,0,5.927116370834386,8.88945750594614,0.0,0,2
13,3,0,0,5.994989973208109,8.115479131831783,0.0,0,2
13,4,0,0,5.983329620904938,7.509839394294334,0.0,0,2
13,5,0,0,1.1124266290534859,3.999858636383415,0.0,0,0
13,6,0,0,3.8379657802392004,3.5260775173811054,0.0,0,0
13,7,0,0,6.068901674029299,2.568623155029379,0.0,0,0
13,8,0,0,6.949336142904002,2.0077746745473966,0.0,0,0
13,9,0,0,6.865015801254325,2.3591735824050066,0.0,0,0
13,10,0,0,7.088678387072639,3.299745343277015,0.0,0,0
13,11,0,0,8.609903555173286,3.96473261788661,0.0,0,0
13,12,0,0,11.225297906236662,3.7427491727036695,0.0,0,0
13,13,0,0,13.725493940146952,2.8378855635002815,0.0,0,0
13,14,0,0,15.007036958314629,2.0820692195857067,0.0,0,0
13,15,0,0,15.086896224717592,2.170194201929351,0.0,0,0
13,16,0,0,15.086863502857678,3.021238808173646,0.0,0,0
14,1,0,0,2.0,13.0,0.0,2,1
14,2,0,0,5.970899459976921,8.485461686200427,0.0,0,2
14,3,0,0,5.99914720608301,7.787818853376264,0.0,0,2
14,4,0,0,5.94769526175639,7.287783573948817,0.0,0,2
14,5,0,0,1.1739716861035436,3.9931849187581925,0.0,0,0
14,6,0,0,3.907274880924897,3.4385473275743905,0.0,0,0
14,7,0,0,6.0822523508155,2.4807113458833143,0.0,0,0
14,8,0,0,6.894453845123275,2.0003069579647934,0.0,0,0
14,9,0,0,6.792359060383586,2.439015742572771,0.0,0,0
14,10,0,0,7.065047475594718,3.393490866347891,0.0,0,0
14,11,0,0,8.657024624121451,3.9861923022788637,0.0,0,0
14,12,0,0,11.299848062129913,3.672193083553468,0.0,0,0
14,13,0,0,13.758932113462693,2.740182643786244,0.0,0,0
14,14,0,0,14.968620246714403,2.04704708311282,0.0,0,0
14,15,0,0,15.011944775678906,2.230052039457928,0.0,0,0
14,16,0,0,15.04428733297038,3.120943599928474,0.0,0,0
15,1,0,0,2.0,13.0,0.0,2,1
15,2,0,0,5.994989973208109,8.115479131831783,0.0,0,2
15,3,0,0,5.983329620904938,7.509839394294334,0.0,0,2
15,4,0,0,5.892600175374829,7.126638287340729,0.0,0,2
15,5,0,0,1.2375813837511125,3.9765876257280235,0.0,0,0
15,6,0,0,3.975066110670926,3.346635317835026,0.0,0,0
15,7,0,0,6.091898168666764,2.397988097315176,0.0,0,0
15,8,0,0,6.837085930631289,2.0028278438036216,0.0,0,0
15,9,0,0,6.72072120956659,2.5244630720040075,0.0,0,0
15,10,0,0,7.045003198118982,3.4833047587530057,0.0,0,0
15,11,0,0,8.707002536259246,3.9977982791785807,0.0,0,0
15,12,0,0,11.3738987019467,3.594920663309892,0.0,0,0
15,13,0,0,13.788973664212941,2.645075733211295,0.0,0,0
15,14,0,0,14.927032645182042,2.021546537181116,0.0,0,0
15,15,0,0,14.93696347092174,2.2976029424972864,0.0,0,0
15,16,0,0,15.004849790788143,3.2194399632114594,0.0,0,0
16,1,0,0,2.0,13.0,0.0,2,1
16,2,0,0,5.99914720608301,7.787818853376264,0.0,0,2
16,3,0,0,5.94769526175639,7.287783573948817,0.0,0,2
16,4,0,0,5.818594853651364,7.0300225101986635,0.0,0,2
16,5,0,0,1.303096730879364,3.9502325919585295,0.0,0,0
16,6,0,0,4.041170026707912,3.2512598425822556,0.0,0,0
16,7,0,0,6.097815018061907,2.3212799526799874,0.0,0,0
16,8,0,0,6.777375789337643,2.015312144205873,0.0,0,0
16,9,0,0,6.650281306122108,2.6146618092281706,0.0,0,0
16,10,0,0,7.028595654900263,3.568289629767974,0.0,0,0
16,11,0,0,8.759712372834317,3.999434585501005,0.0,0,0
16,12,0,0,11.447264737652308,3.511703992453149,0.0,0,0
16,13,0,0,13.815543504166158,2.5535151085877343,0.0,0,0
16,14,0,0,14.882378101062976,2.005822374816185,0.0,0,0
16,15,0,0,14.862139724658478,2.372171964753614,0.0,0,0
16,16,0,0,14.968649449627744,3.3157437549192434,0.0,0,0
17,1,0,0,2.0,13.0,0.0,2,1
17,2,0,0,5.983329620904938,7.509839394294334,0.0,0,2
17,3,0,0,5.892600175374829,7.126638287340729,0.0,0,2
17,4,0,0,5.726418733297748,7.000106024585974,0.0,0,2
17,5,0,0,1.3703539732402104,3.9143831482353195,0.0,0,0
17,6,0,0,4.1054214036720165,3.1533738620378644,0.0,0,0
17,7,0,0,6.099988109958877,2.2513533544026014,0.0,0,0
17,8,0,0,6.715472665499133,2.03763512016869,0.0,0,0
17,9,0,0,6.581215413124361,2.7087107182786543,0.0,0,0
17,10,0,0,7.0158658562517235,3.6475963386538757,0.0,0,0
17,11,0,0,8.815022386705978,3.991084871814253,0.0,0,0
17,12,0,0,11.51976279236576,3.4233745444506654,0.0,0,0
17,13,0,0,13.838575222559763,2.4664156134108826,0.0,0,0
17,14,0,0,14.834768227461865,2.00003170665066,0.0,0,0
17,15,0,0,14.78766055728733,2.4530140372057643,0.0,0,0
17,16,0,0,14.935776791489314,3.4088927393988797,0.0,0,0
18,1,0,0,2.0,13.0,0.0,2,1
18,2,0,0,5.94769526175639,7.287783573948817,0.0,0,2
18,3,0,0,5.818594853651364,7.0300225101986635,0.0,0,2
18,4,0,0,5.61699280763918,7.037560690273406,0.0,0,2
18,5,0,0,1.439185002754646,3.8693974903498254,0.0,0,0
18,6,0,0,4.1676596465823,3.05395542056265,0.0,0,0
18,7,0,0,6.098412012759658,2.188906985938344,0.0,0,0
18,8,0,0,6.651531284686827,2.069573727895247,0.0,0,0
18,9,0,0,6.513696159337018,2.805670093544665,0.0,0,0
18,10,0,0,7.006845620040433,3.7204324789908387,0.0,0,0
18,11,0,0,8.872794331644451,3.9728325656974355,0.0,0,0
18,12,0,0,11.59121165870654,3.330814877949047,0.0,0,0
18,13,0,0,13.858011252092464,2.384647517045279,0.0,0,0
18,14,0,0,14.784322024267965,2.0042323911267115,0.0,0,0
18,15,0,0,14.713712127938717,2.5393214125886376,0.0,0,0
18,16,0,0,14.906313980898448,3.4979562027884157,0.0,0,0
19,1,0,0,2.0,13.0,0.0,2,1
19,2,0,0,5.892600175374829,7.126638287340729,0.0,0,2
19,3,0,0,5.726418733297748,7.000106024585974,0.0,0,2
19,4,0,0,5.49141042435344,7.141545356217085,0.0,0,2
19,5,0,0,1.509417777695389,3.815725100125357,0.0,0,0
19,6,0,0,4.227729192244536,2.953997874360463,0.0,0,0
19,7,0,0,6.09309066588643,2.134564790758888,0.0,0,0
19,8,0,0,6.585711467052734,2.1108088473746394,0.0,0,0
19,9,0,0,6.4478923077312045,2.9045711489990493,0.0,0,0
19,10,0,0,7.001557492159275,3.7860702961410393,0.0,0,0
19,11,0,0,8.932883807874433,3.9448600381598604,0.0,0,0
19,12,0,0,11.661432751718635,3.234949818539823,0.0,0,0
19,13,0,0,13.873803012812514,2.309027819280874,0.0,0,0
19,14,0,0,14.731165580717391,2.0183824563936157,0.0,0,0
19,15,0,0,14.640479269174417,2.630231736136827,0.0,0,0
19,16,0,0,14.880334659537688,3.5820442524021225,0.0,0,0
20,1,0,0,2.0,13.0,0.0,2,1
20,2,0,0,5.818594853651364,7.0300225101986635,0.0,0,2
20,3,0,0,5.61699280763918,7.037560690273406,0.0,0,2
20,4,0,0,5.350926361102301,7.3097247509975585,0.0,0,2
20,5,0,0,1.5808767527016112,3.7539022543433047,0.0,0,0
20,6,0,0,4.285479898078183,2.8544999661913866,0.0,0,0
20,7,0,0,6.084037369935072,2.088869738115323,0.0,0,0
20,8,0,0,6.518177727862636,2.1609284709235475,0.0,0,0
20,9,0,0,6.383968333665946,3.004425697988051,0.0,0,0
20,10,0,0,7.000014690173945,3.8438539587324922,0.0,0,0
20,11,0,0,8.995140622999347,3.9074467814501963,0.0,0,0
20,12,0,0,11.73025055523996,3.1367372182078337,0.0,0,0
20,13,0,0,13.885911033542307,2.2403120871411786,0.0,0,0
20,14,0,0,14.675431760235677,2.0423405196766153,0.0,0,0
20,15,0,0,14.568145025002401,2.724836661948403,0.0,0,0
20,16,0,0,14.857903762180666,3.66031670824408,0.0,0,0
21,1,0,0,2.0625,12.0,0.0,2,1
21,2,0,0,5.726418733297748,7.000106024585974,0.0,0,2
21,3,0,0,5.49141042435344,7.141545356217085,0.0,0,2
21,4,0,0,5.196944288207913,7.538321927981318,0.0,0,2
21,5,0,0,1.6533833175509116,3.684546666442807,0.0,0,0
21,6,0,0,4.3407674173946456,2.756455846264209,0.0,0,0
21,7,0,0,6.071274753430599,2.0522783978688883,0.0,0,0
21,8,0,0,6.449098866293617,2.2194318198308163,0.0,0,0
21,9,0,0,6.322084013785446,3.104236026865697,0.0,0,0
21,10,0,0,7.002221070285932,3.8932061115093224,0.0,0,0
21,11,0,0,9.059409167404105,3.8609666164623064,0.0,0,0
21,12,0,0,11.797493060601331,3.0371583847908266,0.0,0,0
21,13,0,0,13.894305050535747,2.179186905507332,0.0,0,0
21,14,0,0,14.617259868348413,2.0758671999268703,0.0,0,0
21,15,0,0,14.496890193362159,2.8221909288768843,0.0,0,0
21,16,0,0,14.83907735438899,3.731991497808947,0.0,0,0
22,1,0,0,2.125,11.0,0.0,2,1
22,2,0,0,5.61699280763918,7.037560690273406,0.0,0,2
22,3,0,0,5.350926361102301,7.3097247509975585,0.0,0,2
22,4,0,0,5.0310027436429285,7.822203087399579,0.0,0,2
22,5,0,0,1.7267562435918562,3.6083513145322543,0.0,0,0
22,6,0,0,4.393453560188814,2.6608451390161654,0.0,0,0
22,7,0,0,6.054834716267629,2.0251563785958364,0.0,0,0
22,8,0,0,6.378647543524028,2.2857343479727996,0.0,0,0
22,9,0,0,6.262394026660677,3.2030048638187503,0.0,0,0
22,10,0,0,7.008171117694016,3.9336336440746376,0.0,0,0
22,11,0,0,9.1255288031981,3.8058839576404506,0.0,0,0
22,12,0,0,11.86299219655856,2.9372082770759183,0.0,0,0
22,13,0,0,13.898964083121877,2.12626301698892,0.0,0,0
22,14,0,0,14.556795304489984,2.1186275096377654,0.0,0,0
22,15,0,0,14.426892874223986,2.92132180526816,0.0,0,0
22,16,0,0,14.823902492377535,3.7963524702919234,0.0,0,0
23,1,0,0,2.1875,10.0,0.0,2,1
23,2,0,0,5.49141042435344,7.141545356217085,0.0,0,2
23,3,0,0,5.196944288207913,7.538321927981318,0.0,0,2
23,4,0,0,4.85475976046766,8.154992870423277,0.0,0,2
23,5,0,0,1.8008121367212249,3.5260775173811045,0.0,0,0
23,6,0,0,4.4434066385421165,2.568623155029379,0.0,0,0
23,7,0,0,6.034758349977263,2.0077746745473966,0.0,0,0
23,8,0,0,6.306999851170449,2.3591735824050066,0.0,0,0
23,9,0,0,6.205047566173503,3.299745343277015,0.0,0,0
23,10,0,0,7.017849960378403,3.96473261788661,0.0,0,0
23,11,0,0,9.19333426572629,3.7427491727036695,0.0,0,0
23,12,0,0,11.92658424938305,2.8378855635002815,0.0,0,0
23,13,0,0,13.899876486145605,2.0820692195857067,0.0,0,0
23,14,0,0,14.494189198580697,2.170194201929351,0.0,0,0
23,15,0,0,14.358328024431838,3.021238808173646,0.0,0,0
23,16,0,0,14.812417105398417,3.8527565521308733,0.0,0,0
24,1,0,0,2.25,9.0,0.0,2,1
24,2,0,0,5.350926361102301,7.3097247509975585,0.0,0,2
24,3,0,0,5.0310027436429285,7.822203087399579,0.0,0,2
24,4,0,0,4.669976300311809,8.529217535977901,0.0,0,2
24,5,0,0,1.8753658957737553,3.4385473275743905,0.0,0,0
24,6,0,0,4.49050179577373,2.4807113458833143,0.0,0,0
24,7,0,0,6.01109583501966,2.0003069579647934,0.0,0,0
24,8,0,0,6.234334871150372,2.439015742572771,0.0,0,0
24,9,0,0,6.1501879686096865,3.393490866347891,0.0,0,0
24,10,0,0,7.031233406273024,3.9861923022788637,0.0,0,0
24,11,0,0,9.262656076644758,3.672193083553468,0.0,0,0
24,12,0,0,11.988110272060833,2.740182643786244,0.0,0,0
24,13,0,0,13.897039979074544,2.04704708311282,0.0,0,0
24,14,0,0,14.429598033280701,2.230052039457928,0.0,0,0
24,15,0,0,14.291367020402301,3.120943599928474,0.0,0,0
24,16,0,0,14.804649900937607,3.9006401723847683,0.0,0,0
25,1,0,0,2.3125,8.0,0.0,2,1
25,2,0,0,5.196944288207913,7.538321927981318,0.0,0,2
25,3,0,0,4.85475976046766,8.154992870423277,0.0,0,2
25,4,0,0,4.478498658427964,8.936472804855605,0.0,0,2
25,5,0,0,1.9502311751786647,3.346635317835026,0.0,0,0
25,6,0,0,4.534621318517258,2.397988097315176,0.0,0,0
25,7,0,0,5.98390631535901,2.0028278438036216,0.0,0,0
25,8,0,0,6.160834228070651,2.5244630720040075,0.0,0,0
25,9,0,0,6.097952354392807,3.4833047587530057,0.0,0,0
25,10,0,0,7.0482880037331075,3.9977982791785807,0.0,0,0
25,11,0,0,9.33332096752831,3.594920663309892,0.0,0,0
25,12,0,0,12.047416481577358,2.645075733211295,0.0,0,0
25,13,0,0,13.890461651699145,2.021546537181116,0.0,0,0
25,14,0,0,14.363183252864811,2.2976029424972864,0.0,0,0
25,15,0,0,14.226177229772835,3.2194399632114594,0.0,0,0
25,16,0,0,14.800620292961176,3.939524893748256,0.0,0,0
26,1,0,0,2.375,7.0,0.0,2,1
26,2,0,0,5.0310027436429285,7.822203087399579,0.0,0,2
26,3,0,0,4.669976300311809,8.529217535977901,0.0,0,2
26,4,0,0,4.282240016119735,9.36761260170766,0.0,0,2
26,5,0,0,2.0252208507265244,3.2512598425822556,0.0,0,0
26,6,0,0,4.5756549309428465,2.3212799526799874,0.0,0,0
26,7,0,0,5.95325775063444,2.015312144205873,0.0,0,0
26,8,0,0,6.086681635260593,2.6146618092281706,0.0,0,0
26,9,0,0,6.048471285354626,3.568289629767974,0.0,0,0
26,10,0,0,7.0689711251468665,3.999434585501005,0.0,0,0
26,11,0,0,9.4051523129513,3.511703992453149,0.0,0,0
26,12,0,0,12.104354643294903,2.5535151085877343,0.0,0,0
26,13,0,0,13.88015794641192,2.005822374816185,0.0,0,0
26,14,0,0,14.295110859695919,2.372171964753614,0.0,0,0
26,15,0,0,14.16292159306983,3.3157437549192434,0.0,0,0
26,16,0,0,14.800338353390483,3.96902219293905,0.0,0,0
27,1,0,0,2.4375,6.0,0.0,2,1
27,2,0,0,4.85475976046766,8.154992870423277,0.0,0,2
27,3,0,0,4.478498658427964,8.936472804855605,0.0,0,2
27,4,0,0,4.083161324866581,9.812954456179023,0.0,0,2
